Prix,Achat_Tot,Date,Part_Strat
134.0,6.0,6.0,0.94
160.0,5.0,7.0,0.94
153.0,12.0,8.0,0.94
139.0,29.0,9.0,0.94
181.0,8.0,10.0,0.94
146.0,11.0,11.0,0.94
180.0,23.0,12.0,0.94
155.0,16.0,1.0,0.95
119.0,24.0,2.0,0.95
164.0,2.0,3.0,0.95
112.0,28.0,4.0,0.95
148.0,4.0,5.0,0.95
94.0,30.0,6.0,0.95
91.0,30.0,7.0,0.95
88.0,30.0,8.0,0.95
160.0,7.0,9.0,0.95
110.0,5.0,10.0,0.95
76.0,18.0,11.0,0.95
211.0,0.0,12.0,0.95
115.0,3.0,1.0,0.96
220.0,0.0,2.0,0.96
189.0,1.0,3.0,0.96
202.0,0.0,4.0,0.96
202.0,0.0,5.0,0.96
80.0,30.0,6.0,0.96
136.0,7.0,7.0,0.96
84.0,30.0,8.0,0.96
209.0,0.0,9.0,0.96
119.0,12.0,10.0,0.96
161.0,17.0,11.0,0.96
208.0,1.0,12.0,0.96
115.0,23.0,1.0,0.97
186.0,4.0,2.0,0.97
194.0,2.0,3.0,0.97
185.0,9.0,4.0,0.97
83.0,30.0,5.0,0.97
224.0,0.0,6.0,0.97
197.0,0.0,7.0,0.97
203.0,0.0,8.0,0.97
128.0,30.0,9.0,0.97
87.0,30.0,10.0,0.97
148.0,7.0,11.0,0.97
204.0,0.0,12.0,0.97
78.0,30.0,1.0,0.98
212.0,0.0,2.0,0.98
149.0,0.0,3.0,0.98
195.0,3.0,4.0,0.98
224.0,0.0,5.0,0.98
70.0,30.0,6.0,0.98
176.0,6.0,7.0,0.98
200.0,0.0,8.0,0.98
196.0,0.0,9.0,0.98
219.0,0.0,10.0,0.98
87.0,30.0,11.0,0.98
196.0,0.0,12.0,0.98
115.0,21.0,1.0,0.99
85.0,30.0,2.0,0.99
140.0,5.0,3.0,0.99
186.0,7.0,4.0,0.99
213.0,0.0,5.0,0.99
85.0,30.0,6.0,0.99
135.0,5.0,7.0,0.99
215.0,0.0,8.0,0.99
100.0,30.0,9.0,0.99
82.0,26.0,10.0,0.99
199.0,0.0,11.0,0.99
210.0,0.0,12.0,0.99
117.0,25.0,1.0,0.0
227.0,5.0,2.0,0.0
219.0,1.0,3.0,0.0
229.0,8.0,4.0,0.0
214.0,4.0,5.0,0.0
145.0,4.0,6.0,0.0
221.0,5.0,7.0,0.0
105.0,5.0,8.0,0.0
183.0,5.0,9.0,0.0
174.0,9.0,10.0,0.0
214.0,16.0,11.0,0.0
131.0,27.0,12.0,0.0
72.0,30.0,1.0,0.01
100.0,21.0,2.0,0.01
149.0,3.0,3.0,0.01
196.0,3.0,4.0,0.01
190.0,3.0,5.0,0.01
222.0,3.0,6.0,0.01
152.0,7.0,7.0,0.01
92.0,30.0,8.0,0.01
80.0,30.0,9.0,0.01
147.0,13.0,10.0,0.01
131.0,9.0,11.0,0.01
99.0,14.0,12.0,0.01
220.0,0.0,1.0,0.02
194.0,4.0,2.0,0.02
135.0,21.0,3.0,0.02
201.0,3.0,4.0,0.02
77.0,30.0,5.0,0.02
112.0,3.0,6.0,0.02
134.0,4.0,7.0,0.02
85.0,30.0,8.0,0.02
170.0,7.0,9.0,0.02
118.0,12.0,10.0,0.02
186.0,15.0,11.0,0.02
172.0,16.0,12.0,0.02
115.0,26.0,1.0,0.03
209.0,3.0,2.0,0.03
176.0,2.0,3.0,0.03
84.0,30.0,4.0,0.03
188.0,5.0,5.0,0.03
220.0,5.0,6.0,0.03
151.0,6.0,7.0,0.03
71.0,30.0,8.0,0.03
195.0,9.0,9.0,0.03
122.0,4.0,10.0,0.03
211.0,12.0,11.0,0.03
142.0,19.0,12.0,0.03
100.0,30.0,1.0,0.04
172.0,2.0,2.0,0.04
87.0,30.0,3.0,0.04
125.0,4.0,4.0,0.04
208.0,1.0,5.0,0.04
183.0,4.0,6.0,0.04
115.0,10.0,7.0,0.04
88.0,30.0,8.0,0.04
80.0,30.0,9.0,0.04
89.0,21.0,10.0,0.04
224.0,0.0,11.0,0.04
71.0,3.0,12.0,0.04
216.0,0.0,1.0,0.05
180.0,7.0,2.0,0.05
151.0,16.0,3.0,0.05
133.0,11.0,4.0,0.05
163.0,4.0,5.0,0.05
165.0,8.0,6.0,0.05
103.0,8.0,7.0,0.05
218.0,4.0,8.0,0.05
84.0,30.0,9.0,0.05
140.0,5.0,10.0,0.05
150.0,16.0,11.0,0.05
70.0,21.0,12.0,0.05
120.0,24.0,1.0,0.06
213.0,0.0,2.0,0.06
221.0,1.0,3.0,0.06
167.0,7.0,4.0,0.06
75.0,30.0,5.0,0.06
199.0,3.0,6.0,0.06
72.0,30.0,7.0,0.06
171.0,4.0,8.0,0.06
202.0,7.0,9.0,0.06
134.0,13.0,10.0,0.06
128.0,17.0,11.0,0.06
105.0,18.0,12.0,0.06
166.0,16.0,1.0,0.07
135.0,10.0,2.0,0.07
119.0,9.0,3.0,0.07
114.0,7.0,4.0,0.07
71.0,30.0,5.0,0.07
138.0,2.0,6.0,0.07
163.0,10.0,7.0,0.07
73.0,30.0,8.0,0.07
156.0,10.0,9.0,0.07
207.0,5.0,10.0,0.07
222.0,7.0,11.0,0.07
215.0,15.0,12.0,0.07
146.0,18.0,1.0,0.08
152.0,9.0,2.0,0.08
111.0,10.0,3.0,0.08
97.0,30.0,4.0,0.08
167.0,2.0,5.0,0.08
90.0,30.0,6.0,0.08
107.0,7.0,7.0,0.08
89.0,30.0,8.0,0.08
170.0,1.0,9.0,0.08
96.0,30.0,10.0,0.08
78.0,17.0,11.0,0.08
152.0,0.0,12.0,0.08
116.0,29.0,1.0,0.09
128.0,4.0,2.0,0.09
156.0,1.0,3.0,0.09
187.0,4.0,4.0,0.09
83.0,30.0,5.0,0.09
208.0,1.0,6.0,0.09
133.0,7.0,7.0,0.09
203.0,3.0,8.0,0.09
95.0,30.0,9.0,0.09
88.0,30.0,10.0,0.09
193.0,7.0,11.0,0.09
148.0,10.0,12.0,0.09
166.0,18.0,1.0,0.1
157.0,2.0,2.0,0.1
136.0,12.0,3.0,0.1
77.0,30.0,4.0,0.1
137.0,5.0,5.0,0.1
139.0,3.0,6.0,0.1
178.0,6.0,7.0,0.1
213.0,5.0,8.0,0.1
75.0,30.0,9.0,0.1
210.0,5.0,10.0,0.1
190.0,16.0,11.0,0.1
113.0,16.0,12.0,0.1
185.0,4.0,1.0,0.11
124.0,18.0,2.0,0.11
108.0,11.0,3.0,0.11
153.0,5.0,4.0,0.11
181.0,7.0,5.0,0.11
174.0,2.0,6.0,0.11
225.0,4.0,7.0,0.11
207.0,2.0,8.0,0.11
180.0,7.0,9.0,0.11
161.0,10.0,10.0,0.11
86.0,30.0,11.0,0.11
163.0,9.0,12.0,0.11
108.0,28.0,1.0,0.12
228.0,2.0,2.0,0.12
215.0,3.0,3.0,0.12
72.0,30.0,4.0,0.12
159.0,4.0,5.0,0.12
131.0,6.0,6.0,0.12
196.0,4.0,7.0,0.12
109.0,8.0,8.0,0.12
97.0,30.0,9.0,0.12
75.0,27.0,10.0,0.12
181.0,0.0,11.0,0.12
176.0,12.0,12.0,0.12
202.0,3.0,1.0,0.13
180.0,7.0,2.0,0.13
119.0,13.0,3.0,0.13
208.0,3.0,4.0,0.13
169.0,5.0,5.0,0.13
166.0,4.0,6.0,0.13
143.0,8.0,7.0,0.13
101.0,12.0,8.0,0.13
140.0,7.0,9.0,0.13
212.0,10.0,10.0,0.13
158.0,13.0,11.0,0.13
180.0,25.0,12.0,0.13
218.0,1.0,1.0,0.14
84.0,30.0,2.0,0.14
223.0,3.0,3.0,0.14
171.0,4.0,4.0,0.14
102.0,7.0,5.0,0.14
184.0,3.0,6.0,0.14
97.0,30.0,7.0,0.14
134.0,3.0,8.0,0.14
189.0,8.0,9.0,0.14
106.0,12.0,10.0,0.14
200.0,8.0,11.0,0.14
75.0,18.0,12.0,0.14
144.0,23.0,1.0,0.15
94.0,30.0,2.0,0.15
141.0,3.0,3.0,0.15
93.0,30.0,4.0,0.15
108.0,3.0,5.0,0.15
155.0,1.0,6.0,0.15
181.0,7.0,7.0,0.15
203.0,4.0,8.0,0.15
143.0,12.0,9.0,0.15
156.0,9.0,10.0,0.15
181.0,11.0,11.0,0.15
149.0,18.0,12.0,0.15
198.0,2.0,1.0,0.16
162.0,11.0,2.0,0.16
110.0,16.0,3.0,0.16
170.0,0.0,4.0,0.16
177.0,3.0,5.0,0.16
138.0,7.0,6.0,0.16
81.0,30.0,7.0,0.16
190.0,7.0,8.0,0.16
99.0,30.0,9.0,0.16
194.0,12.0,10.0,0.16
177.0,16.0,11.0,0.16
209.0,11.0,12.0,0.16
133.0,20.0,1.0,0.17
181.0,5.0,2.0,0.17
170.0,3.0,3.0,0.17
80.0,30.0,4.0,0.17
196.0,2.0,5.0,0.17
117.0,6.0,6.0,0.17
99.0,30.0,7.0,0.17
220.0,0.0,8.0,0.17
203.0,8.0,9.0,0.17
126.0,17.0,10.0,0.17
157.0,11.0,11.0,0.17
193.0,17.0,12.0,0.17
169.0,11.0,1.0,0.18
215.0,4.0,2.0,0.18
140.0,11.0,3.0,0.18
99.0,30.0,4.0,0.18
144.0,4.0,5.0,0.18
96.0,30.0,6.0,0.18
183.0,4.0,7.0,0.18
192.0,10.0,8.0,0.18
184.0,10.0,9.0,0.18
171.0,16.0,10.0,0.18
168.0,19.0,11.0,0.18
210.0,17.0,12.0,0.18
172.0,7.0,1.0,0.19
179.0,2.0,2.0,0.19
192.0,6.0,3.0,0.19
164.0,8.0,4.0,0.19
175.0,2.0,5.0,0.19
121.0,16.0,6.0,0.19
79.0,30.0,7.0,0.19
223.0,3.0,8.0,0.19
160.0,5.0,9.0,0.19
160.0,14.0,10.0,0.19
74.0,26.0,11.0,0.19
86.0,0.0,12.0,0.19
214.0,7.0,1.0,0.2
86.0,30.0,2.0,0.2
172.0,1.0,3.0,0.2
216.0,1.0,4.0,0.2
164.0,5.0,5.0,0.2
130.0,9.0,6.0,0.2
134.0,3.0,7.0,0.2
192.0,5.0,8.0,0.2
126.0,10.0,9.0,0.2
204.0,8.0,10.0,0.2
141.0,15.0,11.0,0.2
140.0,24.0,12.0,0.2
156.0,15.0,1.0,0.21
215.0,2.0,2.0,0.21
78.0,30.0,3.0,0.21
82.0,30.0,4.0,0.21
82.0,30.0,5.0,0.21
110.0,3.0,6.0,0.21
195.0,3.0,7.0,0.21
147.0,5.0,8.0,0.21
196.0,5.0,9.0,0.21
191.0,4.0,10.0,0.21
84.0,29.0,11.0,0.21
92.0,6.0,12.0,0.21
177.0,12.0,1.0,0.22
138.0,11.0,2.0,0.22
87.0,30.0,3.0,0.22
209.0,5.0,4.0,0.22
226.0,1.0,5.0,0.22
175.0,5.0,6.0,0.22
154.0,11.0,7.0,0.22
229.0,5.0,8.0,0.22
191.0,5.0,9.0,0.22
79.0,30.0,10.0,0.22
193.0,13.0,11.0,0.22
210.0,15.0,12.0,0.22
169.0,11.0,1.0,0.23
199.0,5.0,2.0,0.23
221.0,3.0,3.0,0.23
167.0,7.0,4.0,0.23
224.0,1.0,5.0,0.23
158.0,15.0,6.0,0.23
172.0,4.0,7.0,0.23
214.0,4.0,8.0,0.23
145.0,15.0,9.0,0.23
123.0,18.0,10.0,0.23
139.0,12.0,11.0,0.23
191.0,22.0,12.0,0.23
186.0,2.0,1.0,0.24
154.0,15.0,2.0,0.24
85.0,30.0,3.0,0.24
106.0,11.0,4.0,0.24
82.0,30.0,5.0,0.24
178.0,2.0,6.0,0.24
208.0,5.0,7.0,0.24
117.0,11.0,8.0,0.24
173.0,3.0,9.0,0.24
89.0,30.0,10.0,0.24
160.0,9.0,11.0,0.24
193.0,6.0,12.0,0.24
196.0,3.0,1.0,0.25
156.0,13.0,2.0,0.25
172.0,4.0,3.0,0.25
88.0,30.0,4.0,0.25
203.0,2.0,5.0,0.25
226.0,4.0,6.0,0.25
90.0,30.0,7.0,0.25
70.0,30.0,8.0,0.25
214.0,8.0,9.0,0.25
226.0,5.0,10.0,0.25
131.0,18.0,11.0,0.25
157.0,11.0,12.0,0.25
212.0,1.0,1.0,0.26
207.0,1.0,2.0,0.26
80.0,30.0,3.0,0.26
165.0,1.0,4.0,0.26
169.0,5.0,5.0,0.26
161.0,12.0,6.0,0.26
194.0,4.0,7.0,0.26
148.0,13.0,8.0,0.26
120.0,11.0,9.0,0.26
180.0,10.0,10.0,0.26
72.0,30.0,11.0,0.26
141.0,13.0,12.0,0.26
101.0,30.0,1.0,0.27
129.0,1.0,2.0,0.27
225.0,2.0,3.0,0.27
152.0,1.0,4.0,0.27
75.0,30.0,5.0,0.27
191.0,3.0,6.0,0.27
166.0,4.0,7.0,0.27
123.0,14.0,8.0,0.27
98.0,30.0,9.0,0.27
94.0,30.0,10.0,0.27
219.0,9.0,11.0,0.27
99.0,2.0,12.0,0.27
102.0,30.0,1.0,0.28
183.0,4.0,2.0,0.28
102.0,11.0,3.0,0.28
197.0,0.0,4.0,0.28
216.0,2.0,5.0,0.28
189.0,7.0,6.0,0.28
182.0,5.0,7.0,0.28
195.0,7.0,8.0,0.28
134.0,16.0,9.0,0.28
183.0,10.0,10.0,0.28
203.0,10.0,11.0,0.28
209.0,21.0,12.0,0.28
111.0,20.0,1.0,0.29
191.0,0.0,2.0,0.29
131.0,0.0,3.0,0.29
159.0,6.0,4.0,0.29
143.0,1.0,5.0,0.29
72.0,30.0,6.0,0.29
226.0,5.0,7.0,0.29
114.0,6.0,8.0,0.29
87.0,30.0,9.0,0.29
76.0,29.0,10.0,0.29
192.0,0.0,11.0,0.29
167.0,7.0,12.0,0.29
129.0,25.0,1.0,0.3
122.0,3.0,2.0,0.3
91.0,30.0,3.0,0.3
151.0,2.0,4.0,0.3
141.0,5.0,5.0,0.3
150.0,8.0,6.0,0.3
88.0,30.0,7.0,0.3
96.0,30.0,8.0,0.3
122.0,9.0,9.0,0.3
209.0,8.0,10.0,0.3
219.0,7.0,11.0,0.3
76.0,14.0,12.0,0.3
94.0,30.0,1.0,0.31
114.0,3.0,2.0,0.31
127.0,6.0,3.0,0.31
86.0,30.0,4.0,0.31
177.0,3.0,5.0,0.31
205.0,2.0,6.0,0.31
163.0,15.0,7.0,0.31
214.0,3.0,8.0,0.31
136.0,12.0,9.0,0.31
146.0,6.0,10.0,0.31
199.0,8.0,11.0,0.31
213.0,17.0,12.0,0.31
140.0,21.0,1.0,0.32
165.0,5.0,2.0,0.32
226.0,3.0,3.0,0.32
123.0,14.0,4.0,0.32
173.0,5.0,5.0,0.32
142.0,5.0,6.0,0.32
123.0,13.0,7.0,0.32
81.0,30.0,8.0,0.32
214.0,5.0,9.0,0.32
163.0,11.0,10.0,0.32
208.0,9.0,11.0,0.32
79.0,21.0,12.0,0.32
73.0,30.0,1.0,0.33
180.0,4.0,2.0,0.33
95.0,30.0,3.0,0.33
133.0,8.0,4.0,0.33
191.0,3.0,5.0,0.33
147.0,4.0,6.0,0.33
198.0,2.0,7.0,0.33
149.0,4.0,8.0,0.33
197.0,3.0,9.0,0.33
133.0,19.0,10.0,0.33
221.0,9.0,11.0,0.33
81.0,22.0,12.0,0.33
188.0,3.0,1.0,0.34
181.0,7.0,2.0,0.34
217.0,0.0,3.0,0.34
193.0,3.0,4.0,0.34
112.0,24.0,5.0,0.34
85.0,30.0,6.0,0.34
227.0,3.0,7.0,0.34
224.0,2.0,8.0,0.34
122.0,13.0,9.0,0.34
187.0,13.0,10.0,0.34
226.0,11.0,11.0,0.34
178.0,23.0,12.0,0.34
83.0,30.0,1.0,0.35
209.0,5.0,2.0,0.35
93.0,30.0,3.0,0.35
94.0,30.0,4.0,0.35
222.0,3.0,5.0,0.35
203.0,2.0,6.0,0.35
194.0,11.0,7.0,0.35
105.0,14.0,8.0,0.35
120.0,12.0,9.0,0.35
104.0,14.0,10.0,0.35
88.0,30.0,11.0,0.35
190.0,6.0,12.0,0.35
103.0,28.0,1.0,0.36
133.0,3.0,2.0,0.36
137.0,5.0,3.0,0.36
172.0,1.0,4.0,0.36
215.0,0.0,5.0,0.36
148.0,16.0,6.0,0.36
115.0,16.0,7.0,0.36
77.0,30.0,8.0,0.36
172.0,4.0,9.0,0.36
227.0,4.0,10.0,0.36
207.0,10.0,11.0,0.36
96.0,19.0,12.0,0.36
102.0,30.0,1.0,0.37
126.0,1.0,2.0,0.37
229.0,1.0,3.0,0.37
196.0,2.0,4.0,0.37
151.0,10.0,5.0,0.37
87.0,30.0,6.0,0.37
116.0,4.0,7.0,0.37
140.0,3.0,8.0,0.37
95.0,30.0,9.0,0.37
87.0,30.0,10.0,0.37
111.0,2.0,11.0,0.37
171.0,1.0,12.0,0.37
107.0,28.0,1.0,0.38
81.0,30.0,2.0,0.38
198.0,1.0,3.0,0.38
130.0,3.0,4.0,0.38
196.0,2.0,5.0,0.38
142.0,4.0,6.0,0.38
78.0,30.0,7.0,0.38
139.0,6.0,8.0,0.38
122.0,6.0,9.0,0.38
147.0,10.0,10.0,0.38
212.0,9.0,11.0,0.38
103.0,17.0,12.0,0.38
138.0,15.0,1.0,0.39
212.0,2.0,2.0,0.39
90.0,30.0,3.0,0.39
142.0,5.0,4.0,0.39
101.0,15.0,5.0,0.39
163.0,4.0,6.0,0.39
212.0,2.0,7.0,0.39
75.0,30.0,8.0,0.39
140.0,8.0,9.0,0.39
185.0,10.0,10.0,0.39
156.0,14.0,11.0,0.39
127.0,20.0,12.0,0.39
88.0,30.0,1.0,0.4
187.0,2.0,2.0,0.4
211.0,4.0,3.0,0.4
91.0,30.0,4.0,0.4
150.0,3.0,5.0,0.4
140.0,5.0,6.0,0.4
208.0,3.0,7.0,0.4
179.0,7.0,8.0,0.4
106.0,14.0,9.0,0.4
172.0,12.0,10.0,0.4
174.0,12.0,11.0,0.4
105.0,20.0,12.0,0.4
206.0,2.0,1.0,0.41
141.0,10.0,2.0,0.41
150.0,2.0,3.0,0.41
78.0,30.0,4.0,0.41
145.0,4.0,5.0,0.41
77.0,30.0,6.0,0.41
133.0,4.0,7.0,0.41
147.0,6.0,8.0,0.41
105.0,18.0,9.0,0.41
88.0,30.0,10.0,0.41
172.0,1.0,11.0,0.41
168.0,0.0,12.0,0.41
132.0,20.0,1.0,0.42
146.0,3.0,2.0,0.42
209.0,1.0,3.0,0.42
72.0,30.0,4.0,0.42
84.0,30.0,5.0,0.42
89.0,30.0,6.0,0.42
192.0,1.0,7.0,0.42
168.0,7.0,8.0,0.42
118.0,19.0,9.0,0.42
70.0,27.0,10.0,0.42
133.0,5.0,11.0,0.42
77.0,0.0,12.0,0.42
123.0,12.0,1.0,0.43
171.0,7.0,2.0,0.43
152.0,2.0,3.0,0.43
148.0,6.0,4.0,0.43
153.0,1.0,5.0,0.43
114.0,17.0,6.0,0.43
225.0,2.0,7.0,0.43
179.0,4.0,8.0,0.43
194.0,6.0,9.0,0.43
81.0,30.0,10.0,0.43
112.0,14.0,11.0,0.43
106.0,16.0,12.0,0.43
97.0,30.0,1.0,0.44
152.0,4.0,2.0,0.44
143.0,6.0,3.0,0.44
187.0,6.0,4.0,0.44
87.0,30.0,5.0,0.44
149.0,8.0,6.0,0.44
174.0,6.0,7.0,0.44
98.0,30.0,8.0,0.44
205.0,4.0,9.0,0.44
100.0,27.0,10.0,0.44
170.0,2.0,11.0,0.44
89.0,10.0,12.0,0.44
82.0,30.0,1.0,0.45
212.0,0.0,2.0,0.45
215.0,2.0,3.0,0.45
157.0,16.0,4.0,0.45
106.0,15.0,5.0,0.45
214.0,3.0,6.0,0.45
170.0,3.0,7.0,0.45
189.0,7.0,8.0,0.45
73.0,30.0,9.0,0.45
173.0,9.0,10.0,0.45
93.0,30.0,11.0,0.45
166.0,4.0,12.0,0.45
144.0,15.0,1.0,0.46
126.0,17.0,2.0,0.46
204.0,3.0,3.0,0.46
206.0,3.0,4.0,0.46
87.0,30.0,5.0,0.46
195.0,4.0,6.0,0.46
105.0,17.0,7.0,0.46
180.0,5.0,8.0,0.46
206.0,6.0,9.0,0.46
140.0,17.0,10.0,0.46
193.0,16.0,11.0,0.46
87.0,21.0,12.0,0.46
99.0,30.0,1.0,0.47
163.0,3.0,2.0,0.47
152.0,8.0,3.0,0.47
123.0,14.0,4.0,0.47
125.0,2.0,5.0,0.47
192.0,4.0,6.0,0.47
148.0,7.0,7.0,0.47
131.0,17.0,8.0,0.47
214.0,8.0,9.0,0.47
157.0,7.0,10.0,0.47
182.0,14.0,11.0,0.47
116.0,21.0,12.0,0.47
184.0,3.0,1.0,0.48
211.0,3.0,2.0,0.48
86.0,30.0,3.0,0.48
97.0,30.0,4.0,0.48
174.0,11.0,5.0,0.48
79.0,30.0,6.0,0.48
111.0,4.0,7.0,0.48
130.0,3.0,8.0,0.48
124.0,5.0,9.0,0.48
81.0,30.0,10.0,0.48
206.0,8.0,11.0,0.48
165.0,15.0,12.0,0.48
96.0,30.0,1.0,0.49
113.0,3.0,2.0,0.49
170.0,4.0,3.0,0.49
142.0,4.0,4.0,0.49
153.0,3.0,5.0,0.49
76.0,30.0,6.0,0.49
119.0,3.0,7.0,0.49
131.0,7.0,8.0,0.49
142.0,6.0,9.0,0.49
179.0,8.0,10.0,0.49
95.0,30.0,11.0,0.49
201.0,9.0,12.0,0.49
131.0,16.0,1.0,0.5
228.0,1.0,2.0,0.5
102.0,21.0,3.0,0.5
124.0,2.0,4.0,0.5
126.0,0.0,5.0,0.5
174.0,4.0,6.0,0.5
87.0,30.0,7.0,0.5
141.0,6.0,8.0,0.5
204.0,4.0,9.0,0.5
109.0,20.0,10.0,0.5
87.0,30.0,11.0,0.5
124.0,1.0,12.0,0.5
220.0,1.0,1.0,0.51
216.0,2.0,2.0,0.51
215.0,1.0,3.0,0.51
107.0,27.0,4.0,0.51
132.0,2.0,5.0,0.51
220.0,2.0,6.0,0.51
100.0,26.0,7.0,0.51
116.0,5.0,8.0,0.51
140.0,5.0,9.0,0.51
102.0,23.0,10.0,0.51
217.0,5.0,11.0,0.51
121.0,18.0,12.0,0.51
82.0,30.0,1.0,0.52
150.0,1.0,2.0,0.52
209.0,4.0,3.0,0.52
97.0,30.0,4.0,0.52
211.0,5.0,5.0,0.52
211.0,3.0,6.0,0.52
104.0,18.0,7.0,0.52
127.0,6.0,8.0,0.52
144.0,5.0,9.0,0.52
169.0,7.0,10.0,0.52
215.0,4.0,11.0,0.52
206.0,14.0,12.0,0.52
112.0,14.0,1.0,0.53
99.0,30.0,2.0,0.53
205.0,0.0,3.0,0.53
99.0,30.0,4.0,0.53
139.0,1.0,5.0,0.53
122.0,5.0,6.0,0.53
204.0,2.0,7.0,0.53
223.0,5.0,8.0,0.53
215.0,4.0,9.0,0.53
203.0,3.0,10.0,0.53
211.0,6.0,11.0,0.53
173.0,27.0,12.0,0.53
113.0,25.0,1.0,0.54
217.0,3.0,2.0,0.54
205.0,3.0,3.0,0.54
85.0,30.0,4.0,0.54
175.0,3.0,5.0,0.54
155.0,2.0,6.0,0.54
198.0,2.0,7.0,0.54
76.0,30.0,8.0,0.54
200.0,4.0,9.0,0.54
166.0,12.0,10.0,0.54
225.0,8.0,11.0,0.54
209.0,13.0,12.0,0.54
136.0,20.0,1.0,0.55
206.0,3.0,2.0,0.55
109.0,21.0,3.0,0.55
223.0,1.0,4.0,0.55
82.0,30.0,5.0,0.55
163.0,4.0,6.0,0.55
171.0,4.0,7.0,0.55
176.0,5.0,8.0,0.55
125.0,19.0,9.0,0.55
138.0,9.0,10.0,0.55
187.0,12.0,11.0,0.55
146.0,19.0,12.0,0.55
169.0,9.0,1.0,0.56
90.0,30.0,2.0,0.56
142.0,3.0,3.0,0.56
133.0,3.0,4.0,0.56
114.0,18.0,5.0,0.56
201.0,1.0,6.0,0.56
172.0,6.0,7.0,0.56
217.0,2.0,8.0,0.56
129.0,19.0,9.0,0.56
134.0,7.0,10.0,0.56
220.0,9.0,11.0,0.56
206.0,13.0,12.0,0.56
149.0,7.0,1.0,0.57
219.0,1.0,2.0,0.57
174.0,3.0,3.0,0.57
158.0,13.0,4.0,0.57
213.0,3.0,5.0,0.57
154.0,17.0,6.0,0.57
123.0,20.0,7.0,0.57
105.0,19.0,8.0,0.57
138.0,4.0,9.0,0.57
203.0,4.0,10.0,0.57
182.0,16.0,11.0,0.57
170.0,18.0,12.0,0.57
127.0,15.0,1.0,0.58
119.0,2.0,2.0,0.58
196.0,2.0,3.0,0.58
162.0,2.0,4.0,0.58
150.0,14.0,5.0,0.58
179.0,9.0,6.0,0.58
110.0,21.0,7.0,0.58
94.0,30.0,8.0,0.58
221.0,3.0,9.0,0.58
200.0,6.0,10.0,0.58
81.0,28.0,11.0,0.58
98.0,11.0,12.0,0.58
109.0,27.0,1.0,0.59
172.0,5.0,2.0,0.59
129.0,2.0,3.0,0.59
72.0,30.0,4.0,0.59
225.0,3.0,5.0,0.59
86.0,30.0,6.0,0.59
228.0,2.0,7.0,0.59
218.0,0.0,8.0,0.59
174.0,21.0,9.0,0.59
94.0,30.0,10.0,0.59
103.0,12.0,11.0,0.59
183.0,0.0,12.0,0.59
202.0,2.0,1.0,0.6
90.0,30.0,2.0,0.6
127.0,3.0,3.0,0.6
156.0,4.0,4.0,0.6
201.0,5.0,5.0,0.6
133.0,20.0,6.0,0.6
192.0,7.0,7.0,0.6
215.0,3.0,8.0,0.6
106.0,22.0,9.0,0.6
150.0,11.0,10.0,0.6
82.0,30.0,11.0,0.6
185.0,1.0,12.0,0.6
99.0,30.0,1.0,0.61
216.0,3.0,2.0,0.61
206.0,0.0,3.0,0.61
227.0,1.0,4.0,0.61
123.0,22.0,5.0,0.61
160.0,3.0,6.0,0.61
167.0,3.0,7.0,0.61
139.0,19.0,8.0,0.61
116.0,21.0,9.0,0.61
194.0,9.0,10.0,0.61
210.0,5.0,11.0,0.61
221.0,11.0,12.0,0.61
208.0,0.0,1.0,0.62
116.0,24.0,2.0,0.62
200.0,2.0,3.0,0.62
188.0,3.0,4.0,0.62
151.0,16.0,5.0,0.62
150.0,16.0,6.0,0.62
111.0,19.0,7.0,0.62
144.0,6.0,8.0,0.62
213.0,2.0,9.0,0.62
106.0,20.0,10.0,0.62
143.0,14.0,11.0,0.62
177.0,18.0,12.0,0.62
186.0,13.0,1.0,0.63
209.0,0.0,2.0,0.63
81.0,30.0,3.0,0.63
229.0,2.0,4.0,0.63
218.0,0.0,5.0,0.63
111.0,22.0,6.0,0.63
81.0,30.0,7.0,0.63
181.0,6.0,8.0,0.63
142.0,12.0,9.0,0.63
167.0,14.0,10.0,0.63
94.0,30.0,11.0,0.63
74.0,10.0,12.0,0.63
120.0,22.0,1.0,0.64
150.0,2.0,2.0,0.64
179.0,3.0,3.0,0.64
197.0,0.0,4.0,0.64
85.0,30.0,5.0,0.64
172.0,4.0,6.0,0.64
119.0,7.0,7.0,0.64
126.0,11.0,8.0,0.64
84.0,30.0,9.0,0.64
128.0,7.0,10.0,0.64
202.0,5.0,11.0,0.64
101.0,13.0,12.0,0.64
126.0,24.0,1.0,0.65
119.0,18.0,2.0,0.65
138.0,5.0,3.0,0.65
143.0,2.0,4.0,0.65
206.0,4.0,5.0,0.65
125.0,21.0,6.0,0.65
139.0,6.0,7.0,0.65
181.0,5.0,8.0,0.65
152.0,8.0,9.0,0.65
130.0,23.0,10.0,0.65
106.0,24.0,11.0,0.65
200.0,3.0,12.0,0.65
136.0,19.0,1.0,0.66
83.0,30.0,2.0,0.66
174.0,2.0,3.0,0.66
81.0,30.0,4.0,0.66
88.0,30.0,5.0,0.66
118.0,4.0,6.0,0.66
74.0,30.0,7.0,0.66
225.0,3.0,8.0,0.66
155.0,6.0,9.0,0.66
102.0,24.0,10.0,0.66
185.0,10.0,11.0,0.66
190.0,6.0,12.0,0.66
229.0,0.0,1.0,0.67
211.0,1.0,2.0,0.67
